edad,empleado,ingreso,titulo,experiencia,estadocivil,religion,estadoactual,color,sexo,ganado,perdido,horastrabajo,origen
29634:34645:34645:49691:49, Private, 423222, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
29651:34666:34666:49719:41, Private, 204662, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
29667:34683:34683:49744:44, Private, 99651, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 40, United-States, >50K
29674:34691:34691:49754:30, Private, 96287, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
29690:34710:34710:49778:58, Private, 33725, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
29708:34729:34729:49805:52, Private, 180142, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K
29752:34779:34779:49881:53, Private, 174020, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 1876, 38, United-States, <=50K
29759:34786:34786:49895:47, Private, 102308, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K
29779:34809:34809:49923:42, Private, 141558, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
29787:34817:34817:49932:48, Private, 141511, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
29799:34833:34833:49953:39, Private, 141584, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 2444, 45, United-States, >50K
29802:34837:34837:49958:40, Private, 221172, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
29822:34859:34859:49987:37, Private, 50837, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
29902:34951:34951:50119:34, Private, 141118, Masters, 14, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, >50K
29942:34996:34996:50186:27, Private, 181280, Masters, 14, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
29962:35018:35018:50219:57, Private, 159319, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
29995:35057:35057:50274:39, Private, 76417, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
30003:35065:35065:50285:25, Private, 185942, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, >50K
30026:35091:35091:50320:31, Private, 183043, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 48, United-States, >50K
30119:35205:35205:50489:45, Private, 178341, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
30147:35241:35241:50539:46, Private, 102569, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, >50K
30160:35254:35254:50556:43, Private, 102180, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
30205:35305:35305:50637:33, Private, 277455, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30213:35314:35314:50648:38, Private, 353263, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, Italy, >50K
30272:35383:35383:50758:52, Private, 110748, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
30302:35415:35415:50805:58, Private, 142924, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 24, United-States, >50K
30336:35452:35452:50852:40, Private, 53727, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
30467:35607:35607:51087:52, Private, 74660, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
30500:35654:35654:51151:54, Private, 37289, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 55, United-States, >50K
30547:35713:35713:51242:33, Private, 160216, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 32, ?, <=50K
30562:35731:35731:51269:27, Private, 302406, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K
30573:35745:35745:51294:37, Private, 126569, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 40, United-States, >50K
30632:35810:35810:51397:90, Private, 115306, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
30746:35943:35943:51601:36, Private, 280169, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
30824:36030:36030:51721:47, Private, 98012, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 40, United-States, >50K
30866:36080:36080:51790:33, Private, 100882, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
30878:36096:36096:51812:50, Private, 237868, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
30897:36118:36118:51847:44, Private, 155930, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 55, United-States, >50K
30900:36121:36121:51853:48, Private, 149640, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30907:36128:36128:51864:39, Private, 258037, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, ?, <=50K
30919:36140:36140:51888:45, Private, 266860, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
30952:36178:36178:51943:40, Private, 99604, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 24, United-States, >50K
30979:36206:36206:51982:44, Private, 151985, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 24, United-States, >50K
30990:36218:36218:51999:67, Private, 212705, Masters, 14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
30997:36226:36226:52014:37, Private, 225504, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
31005:36235:36235:52029:48, Private, 148995, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
31032:36267:36267:52071:41, Private, 116825, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
31061:36304:36304:52128:51, Private, 22211, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 60, United-States, >50K
31112:36361:36361:52208:50, Private, 204447, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, >50K
31123:36373:36373:52221:33, Private, 171215, Masters, 14, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31158:36413:36413:52289:38, Private, 127865, Masters, 14, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
31162:36417:36417:52297:24, Private, 204935, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K
31208:36477:36477:52386:24, Private, 172496, Masters, 14, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
31211:36480:36480:52390:54, Private, 198546, Masters, 14, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
31215:36484:36484:52394:55, Private, 208451, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
31220:36494:36494:52408:40, Private, 111829, Masters, 14, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31258:36536:36536:52469:34, Private, 265706, Masters, 14, Never-married, Sales, Unmarried, White, Male, 0, 0, 60, United-States, >50K
31300:36587:36587:52533:45, Private, 145636, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 43, United-States, >50K
31344:36639:36639:52611:44, Private, 60414, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
31347:36642:36642:52616:54, Private, 162238, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
31348:36643:36643:52617:35, Private, 87556, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
31372:36668:36668:52658:26, Private, 164488, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
31374:36671:36671:52663:35, Private, 224512, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
31390:36689:36689:52690:62, Private, 252668, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
31406:36708:36708:52715:48, Private, 185143, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
31413:36715:36715:52725:36, Private, 199439, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
31432:36739:36739:52765:37, Private, 202027, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 50, United-States, >50K
31456:36769:36769:52808:37, Private, 109133, Masters, 14, Separated, Exec-managerial, Not-in-family, White, Male, 27828, 0, 60, Iran, >50K
31497:36820:36820:52889:65, Private, 213477, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 0, 0, 28, United-States, <=50K
31504:36828:36828:52899:27, Private, 178709, Masters, 14, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31533:36865:36865:52951:40, Private, 154374, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
31547:36879:36879:52972:60, Private, 151369, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
31555:36889:36889:52989:68, Private, 50351, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 6360, 0, 20, United-States, <=50K
31567:36904:36904:53009:44, Private, 151089, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 60, United-States, >50K
31625:36974:36974:53122:33, Private, 192002, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, Canada, >50K
31656:37011:37011:53175:90, Private, 206667, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
31672:37030:37030:53203:39, Private, 99146, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
31698:37059:37059:53249:50, Private, 138852, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
31711:37074:37074:53267:59, Private, 154100, Masters, 14, Never-married, Sales, Not-in-family, White, Female, 27828, 0, 45, United-States, >50K
31733:37098:37098:53301:42, Private, 172297, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1902, 40, United-States, >50K
31743:37110:37110:53321:50, Private, 234373, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1485, 40, United-States, <=50K
31746:37114:37114:53326:40, Private, 213821, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
31814:37194:37194:53441:46, Private, 196858, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
31834:37216:37216:53475:42, Private, 124692, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
31875:37261:37261:53534:34, Private, 36385, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 2258, 50, United-States, <=50K
31883:37269:37269:53543:39, Private, 180477, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
31907:37295:37295:53578:35, Private, 185556, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
31928:37318:37318:53611:27, Private, 60288, Masters, 14, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31993:37399:37399:53726:29, Private, 263005, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, Germany, <=50K
32020:37429:37429:53771:50, Private, 158680, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
32031:37442:37442:53791:47, Private, 202812, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
32050:37464:37464:53824:28, Private, 46868, Masters, 14, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32059:37473:37473:53834:29, Private, 241667, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
32075:37490:37490:53861:27, Private, 189462, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1504, 45, United-States, <=50K
32104:37525:37525:53907:28, Private, 51461, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
32126:37548:37548:53938:50, Private, 188186, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 1590, 45, United-States, <=50K
32158:37581:37581:53994:32, Private, 118551, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
32222:37667:37667:54134:31, Private, 176185, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, France, >50K
32283:37733:37733:54223:39, Private, 186183, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
32289:37741:37741:54234:52, Private, 168001, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
32296:37750:37750:54245:28, Private, 319768, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, France, >50K
32335:37796:37796:54306:25, Private, 262778, Masters, 14, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
32420:37898:37898:54455:25, Private, 281627, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32422:37900:37900:54458:29, Private, 157262, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
32454:37938:37938:54510:34, Private, 190385, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
32460:37946:37946:54523:43, Private, 117915, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32469:37958:37958:54536:32, Private, 317219, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1590, 40, United-States, <=50K
32505:38002:38002:54591:40, Private, 111483, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
32506:38005:38005:54597:26, Private, 104834, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1669, 40, United-States, <=50K
32507:38006:38006:54599:39, Private, 32146, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
32517:38017:38017:54615:43, Private, 214781, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 40, United-States, >50K
32546:38053:38053:54660:25, Private, 202091, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, <=50K
32572:38080:38080:54706:39, Private, 202937, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
32581:38089:38089:54718:57, Private, 170287, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
32621:38134:38134:54779:42, Private, 169383, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
32668:38190:38190:54859:29, Private, 180758, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32692:38219:38219:54903:31, Private, 189759, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
32714:38243:38243:54936:36, Private, 163278, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32723:38254:38254:54955:50, Private, 168212, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 45, United-States, >50K
32742:38282:38282:54999:45, Private, 168262, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32855:38412:38412:55178:39, Private, 37314, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
32871:38433:38433:55205:37, Private, 340614, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
32899:38465:38465:55249:54, Private, 260052, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
32931:38499:38499:55298:49, Private, 43348, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
32986:38565:38565:55395:42, Private, 174112, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32994:38575:38575:55410:57, Private, 317847, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 2824, 50, United-States, >50K
33010:38592:38592:55434:40, Private, 180032, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1669, 40, United-States, <=50K
33064:38663:38663:55543:35, Private, 186934, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
33073:38672:38672:55556:36, Private, 198841, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
33078:38677:38677:55561:27, Private, 329426, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
33104:38705:38705:55605:40, Private, 51290, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
33182:38794:38794:55728:41, Private, 196456, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33254:38876:38876:55844:50, Private, 194231, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
33270:38893:38893:55868:58, Private, 146477, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, Greece, >50K
33275:38898:38898:55875:57, Private, 191318, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
33276:38900:38900:55879:26, Private, 55929, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
33319:38948:38948:55956:45, Private, 260490, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
33415:39060:39060:56118:53, Private, 229465, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
33423:39068:39068:56128:49, Private, 155489, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
33489:39146:39146:56247:42, Private, 331651, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 8614, 0, 50, United-States, >50K
33545:39208:39208:56328:40, Private, 270147, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
33549:39212:39212:56333:34, Private, 163110, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
33610:39281:39281:56439:50, Private, 163948, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
33659:39340:39340:56527:41, Private, 104892, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
33661:39342:39342:56530:36, Private, 126675, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K
33664:39345:39345:56533:42, Private, 183241, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
33668:39349:39349:56537:47, Private, 365516, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33702:39387:39387:56592:86, Private, 149912, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33715:39401:39401:56614:32, Private, 53277, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
33765:39459:39459:56690:50, Private, 206862, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
33806:39508:39508:56764:59, Private, 99131, Masters, 14, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
33821:39525:39525:56791:45, Private, 240841, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33873:39586:39586:56884:44, Private, 186916, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
33895:39611:39611:56918:27, Private, 704108, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33907:39623:39623:56933:40, Private, 151408, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33912:39629:39629:56939:27, Private, 113501, Masters, 14, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 45, United-States, <=50K
33928:39649:39649:56965:44, Private, 104196, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
33952:39680:39680:57008:46, Private, 113390, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1740, 60, United-States, <=50K
33962:39691:39691:57024:32, Private, 98656, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33965:39695:39695:57030:42, Private, 187720, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, ?, >50K
33972:39703:39703:57041:31, Private, 263561, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
34083:39825:39825:57206:54, Private, 68985, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
34145:39894:39894:57299:33, Private, 55291, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
34148:39897:39897:57303:57, Private, 112840, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
34151:39900:39900:57309:51, Private, 162238, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 47, United-States, >50K
34252:40019:40019:57488:68, Private, 208478, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 18, ?, <=50K
34277:40048:40048:57526:55, Private, 125000, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, >50K
34313:40093:40093:57577:53, Private, 123011, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
34325:40107:40107:57591:63, Private, 308028, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 40, United-States, <=50K
34370:40162:40162:57673:44, Private, 54310, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
34377:40171:40171:57686:37, Private, 178100, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
34396:40192:40192:57715:31, Private, 240441, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1564, 40, United-States, >50K
34437:40242:40242:57780:46, Private, 197332, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 46, United-States, >50K
34452:40259:40259:57806:29, Private, 110226, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, ?, <=50K
34483:40295:40295:57859:34, Private, 113543, Masters, 14, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
34505:40322:40322:57895:44, Private, 185057, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
34520:40339:40339:57919:65, Private, 89681, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 99, United-States, <=50K
34521:40340:40340:57921:45, Private, 102308, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
34569:40394:40394:58003:54, Private, 215990, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 44, United-States, >50K
34605:40439:40439:58068:48, Private, 287480, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
34629:40467:40467:58105:39, Private, 134367, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 24, United-States, >50K
34700:40553:40553:58239:28, Private, 192283, Masters, 14, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 80, United-States, >50K
34711:40567:40567:58257:39, Private, 65738, Masters, 14, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
34715:40572:40572:58263:46, Private, 110171, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
34737:40595:40595:58294:45, Private, 33794, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
34768:40630:40630:58342:67, Private, 105252, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
34800:40665:40665:58390:54, Private, 176240, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 60, United-States, >50K
34809:40675:40675:58412:58, Private, 170108, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
34817:40686:40686:58434:35, Private, 178948, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
34830:40702:40702:58459:49, Private, 185385, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
34839:40715:40715:58479:51, Private, 172046, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
34878:40762:40762:58542:31, Private, 169589, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
34899:40786:40786:58576:28, Private, 109001, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
34918:40806:40806:58603:65, Private, 344152, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5556, 0, 50, United-States, >50K
34930:40823:40823:58624:60, Private, 239576, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 10, United-States, <=50K
34993:40897:40897:58743:44, Private, 236746, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 10520, 0, 45, United-States, >50K
